StartB,Count,Proportion
281,1.0,0.0002585983966899405
282,3.0,0.0007757951900698216
283,1.0,0.0002585983966899405
284,1.0,0.0002585983966899405
289,1.0,0.0002585983966899405
296,1.0,0.0002585983966899405
299,3.0,0.0007757951900698216
305,1.0,0.0002585983966899405
306,2.0,0.000517196793379881
308,5.0,0.0012929919834497026
312,1.0,0.0002585983966899405
314,2.0,0.000517196793379881
320,1.0,0.0002585983966899405
329,2.0,0.000517196793379881
332,1.0,0.0002585983966899405
333,1.0,0.0002585983966899405
339,1.0,0.0002585983966899405
344,1.0,0.0002585983966899405
346,1.0,0.0002585983966899405
348,2.0,0.000517196793379881
352,28.5,0.007370054305663305
354,2.0,0.000517196793379881
356,1.0,0.0002585983966899405
357,0.5,0.00012929919834497026
358,2.5,0.0006464959917248513
360,196.5,0.05081458494957331
361,17.0,0.004396172743728989
362,6.5,0.0016808895784846134
363,1.5,0.0003878975950349108
364,9.0,0.0023273855702094647
365,3.0,0.0007757951900698216
366,4.0,0.001034393586759762
369,10.5,0.0027152831652443757
370,1.0,0.0002585983966899405
372,1.0,0.0002585983966899405
379,1.0,0.0002585983966899405
381,1.0,0.0002585983966899405
385,1.0,0.0002585983966899405
387,1.0,0.0002585983966899405
393,1.0,0.0002585983966899405
403,1.0,0.0002585983966899405
404,1.0,0.0002585983966899405
405,1.0,0.0002585983966899405
410,0.5,0.00012929919834497026
412,0.5,0.00012929919834497026
413,6.5,0.0016808895784846134
414,1.0,0.0002585983966899405
415,1.0,0.0002585983966899405
416,1.0,0.0002585983966899405
417,0.5,0.00012929919834497026
418,2.0,0.000517196793379881
419,11.0,0.0028445823635893457
420,81.0,0.02094647013188518
421,59.0,0.015257305404706491
422,24.0,0.0062063615205585725
423,24.0,0.0062063615205585725
424,4.5,0.0011636927851047323
427,21.0,0.005430566330488751
428,29.0,0.0074993535040082755
429,5.5,0.0014222911817946729
430,8.5,0.0021980863718644946
431,4.5,0.0011636927851047323
432,3.5,0.0009050943884147918
433,4.5,0.0011636927851047323
435,1.0,0.0002585983966899405
437,2.0,0.000517196793379881
438,2.0,0.000517196793379881
439,7.0,0.0018101887768295836
440,12.0,0.0031031807602792862
441,26.5,0.0068528575122834235
442,8.0,0.002068787173519524
443,34.5,0.008921644685802949
444,2.0,0.000517196793379881
445,11.5,0.002973881561934316
446,5.0,0.0012929919834497026
447,11.5,0.002973881561934316
448,14.0,0.0036203775536591673
449,2.0,0.000517196793379881
451,1.0,0.0002585983966899405
453,3.5,0.0009050943884147918
454,3.0,0.0007757951900698216
455,9.5,0.002456684768554435
456,3.5,0.0009050943884147918
457,3.0,0.0007757951900698216
458,1.0,0.0002585983966899405
460,4.0,0.001034393586759762
461,3.0,0.0007757951900698216
462,2.5,0.0006464959917248513
463,1.5,0.0003878975950349108
464,1.0,0.0002585983966899405
465,0.5,0.00012929919834497026
466,3.5,0.0009050943884147918
467,4.5,0.0011636927851047323
471,1.0,0.0002585983966899405
473,1.0,0.0002585983966899405
474,2.0,0.000517196793379881
476,1.5,0.0003878975950349108
478,0.5,0.00012929919834497026
479,2.0,0.000517196793379881
480,1.0,0.0002585983966899405
481,3.0,0.0007757951900698216
482,2.0,0.000517196793379881
491,1.0,0.0002585983966899405
495,1.0,0.0002585983966899405
497,25.5,0.0065942591155934835
498,3.5,0.0009050943884147918
500,4.0,0.001034393586759762
503,7.5,0.001939487975174554
504,3.0,0.0007757951900698216
505,1.0,0.0002585983966899405
509,1.0,0.0002585983966899405
510,2.0,0.000517196793379881
511,1.0,0.0002585983966899405
512,1.0,0.0002585983966899405
513,2.0,0.000517196793379881
514,14.0,0.0036203775536591673
515,1.0,0.0002585983966899405
516,0.5,0.00012929919834497026
517,2.5,0.0006464959917248513
518,1.0,0.0002585983966899405
519,13.5,0.0034910783553141972
520,24.5,0.0063356607189035425
521,2.0,0.000517196793379881
522,7.0,0.0018101887768295836
523,3.0,0.0007757951900698216
525,13.5,0.0034910783553141972
527,1.5,0.0003878975950349108
528,1.0,0.0002585983966899405
531,0.5,0.00012929919834497026
532,0.5,0.00012929919834497026
539,2.0,0.000517196793379881
540,4.0,0.001034393586759762
541,21.0,0.005430566330488751
546,3.5,0.0009050943884147918
547,4.0,0.001034393586759762
548,0.5,0.00012929919834497026
550,5.0,0.0012929919834497026
551,1.5,0.0003878975950349108
552,18.0,0.004654771140418929
553,10.0,0.002585983966899405
554,10.5,0.0027152831652443757
555,13.0,0.0033617791569692267
556,2.5,0.0006464959917248513
557,7.5,0.001939487975174554
558,2.0,0.000517196793379881
559,1.0,0.0002585983966899405
560,1.5,0.0003878975950349108
561,2.0,0.000517196793379881
562,1.0,0.0002585983966899405
563,5.0,0.0012929919834497026
565,1.0,0.0002585983966899405
566,5.0,0.0012929919834497026
567,1.0,0.0002585983966899405
568,5.0,0.0012929919834497026
569,15.0,0.003878975950349108
574,1.0,0.0002585983966899405
578,1.0,0.0002585983966899405
580,5.5,0.0014222911817946729
581,1.0,0.0002585983966899405
583,1.0,0.0002585983966899405
584,5.0,0.0012929919834497026
585,10.5,0.0027152831652443757
586,30.5,0.007887251099043186
587,0.5,0.00012929919834497026
588,23.5,0.006077062322213602
589,1.5,0.0003878975950349108
590,2.5,0.0006464959917248513
593,3.5,0.0009050943884147918
594,1.5,0.0003878975950349108
595,5.0,0.0012929919834497026
596,6.5,0.0016808895784846134
597,0.5,0.00012929919834497026
598,1.0,0.0002585983966899405
600,1.0,0.0002585983966899405
602,17.0,0.004396172743728989
605,0.5,0.00012929919834497026
606,1.0,0.0002585983966899405
609,1.0,0.0002585983966899405
611,106.5,0.027540729247478666
612,16.0,0.004137574347039048
613,1.0,0.0002585983966899405
614,1.0,0.0002585983966899405
615,7.5,0.001939487975174554
619,0.5,0.00012929919834497026
620,17.0,0.004396172743728989
621,3.5,0.0009050943884147918
622,1.5,0.0003878975950349108
623,3.0,0.0007757951900698216
624,4.0,0.001034393586759762
626,2.0,0.000517196793379881
627,1.5,0.0003878975950349108
628,5.0,0.0012929919834497026
629,1.0,0.0002585983966899405
630,1.0,0.0002585983966899405
631,1.0,0.0002585983966899405
632,1.0,0.0002585983966899405
633,2.0,0.000517196793379881
634,1.0,0.0002585983966899405
635,2.0,0.000517196793379881
637,1.0,0.0002585983966899405
638,4.0,0.001034393586759762
639,2.0,0.000517196793379881
640,4.0,0.001034393586759762
641,10.5,0.0027152831652443757
644,1.0,0.0002585983966899405
645,2.0,0.000517196793379881
647,1.0,0.0002585983966899405
648,30.0,0.007757951900698216
649,1.0,0.0002585983966899405
651,1.0,0.0002585983966899405
652,100.5,0.025989138867339022
654,2.0,0.000517196793379881
657,33.5,0.008663046289113007
658,3.5,0.0009050943884147918
659,4.0,0.001034393586759762
660,0.5,0.00012929919834497026
661,1.0,0.0002585983966899405
665,98.0,0.02534264287561417
666,2.0,0.000517196793379881
668,0.5,0.00012929919834497026
669,1.5,0.0003878975950349108
671,36.0,0.009309542280837859
674,3.0,0.0007757951900698216
684,1.0,0.0002585983966899405
686,4.0,0.001034393586759762
687,1.5,0.0003878975950349108
689,1.5,0.0003878975950349108
691,1.0,0.0002585983966899405
694,1.0,0.0002585983966899405
696,1.0,0.0002585983966899405
698,1.0,0.0002585983966899405
701,2.0,0.000517196793379881
702,15.0,0.003878975950349108
703,3.0,0.0007757951900698216
704,1.0,0.0002585983966899405
708,1.0,0.0002585983966899405
709,1.0,0.0002585983966899405
710,1.0,0.0002585983966899405
713,2.0,0.000517196793379881
714,0.5,0.00012929919834497026
715,1.0,0.0002585983966899405
716,3.0,0.0007757951900698216
717,1.5,0.0003878975950349108
719,1.0,0.0002585983966899405
721,1.0,0.0002585983966899405
724,1.0,0.0002585983966899405
725,1.0,0.0002585983966899405
729,5.0,0.0012929919834497026
730,2.0,0.000517196793379881
731,2.5,0.0006464959917248513
733,1.0,0.0002585983966899405
734,0.5,0.00012929919834497026
736,4.5,0.0011636927851047323
740,2.0,0.000517196793379881
742,2.0,0.000517196793379881
748,1.0,0.0002585983966899405
750,1.0,0.0002585983966899405
751,1.0,0.0002585983966899405
752,1.5,0.0003878975950349108
753,1.0,0.0002585983966899405
755,1.0,0.0002585983966899405
757,5.5,0.0014222911817946729
758,2.0,0.000517196793379881
761,1.0,0.0002585983966899405
762,1.0,0.0002585983966899405
763,4.0,0.001034393586759762
765,1.0,0.0002585983966899405
769,1.0,0.0002585983966899405
770,1.0,0.0002585983966899405
771,5.5,0.0014222911817946729
772,4.0,0.001034393586759762
773,3.5,0.0009050943884147918
774,50.5,0.013059219032841997
775,1.0,0.0002585983966899405
779,0.5,0.00012929919834497026
782,3.0,0.0007757951900698216
783,0.5,0.00012929919834497026
784,0.5,0.00012929919834497026
786,1.5,0.0003878975950349108
788,2.0,0.000517196793379881
789,1.0,0.0002585983966899405
793,1.0,0.0002585983966899405
796,11.0,0.0028445823635893457
797,16.5,0.004266873545384018
798,0.5,0.00012929919834497026
799,1.0,0.0002585983966899405
800,1.0,0.0002585983966899405
803,1.0,0.0002585983966899405
805,1.0,0.0002585983966899405
810,3.0,0.0007757951900698216
811,1.0,0.0002585983966899405
812,14.0,0.0036203775536591673
814,27.5,0.0071114559089733645
816,4.0,0.001034393586759762
817,1.0,0.0002585983966899405
819,1.0,0.0002585983966899405
826,3.5,0.0009050943884147918
827,7.0,0.0018101887768295836
828,36.5,0.009438841479182829
829,3.5,0.0009050943884147918
830,5.0,0.0012929919834497026
831,1.0,0.0002585983966899405
832,2.0,0.000517196793379881
833,9.5,0.002456684768554435
834,23.0,0.005947763123868632
838,2.0,0.000517196793379881
839,2.0,0.000517196793379881
849,2.0,0.000517196793379881
850,4.0,0.001034393586759762
852,1.0,0.0002585983966899405
853,2.0,0.000517196793379881
856,1.0,0.0002585983966899405
858,3.0,0.0007757951900698216
859,1.0,0.0002585983966899405
860,27.5,0.0071114559089733645
862,1.0,0.0002585983966899405
864,2.0,0.000517196793379881
865,129.0,0.03335919317300233
866,0.5,0.00012929919834497026
868,12.0,0.0031031807602792862
869,20.0,0.00517196793379881
870,1.5,0.0003878975950349108
873,2.0,0.000517196793379881
876,1.0,0.0002585983966899405
877,3.0,0.0007757951900698216
878,15.5,0.004008275148694078
879,1.0,0.0002585983966899405
882,8.0,0.002068787173519524
883,1.0,0.0002585983966899405
884,4.0,0.001034393586759762
885,3.5,0.0009050943884147918
886,2.0,0.000517196793379881
887,1.0,0.0002585983966899405
888,1.0,0.0002585983966899405
891,5.0,0.0012929919834497026
899,1.0,0.0002585983966899405
900,2.0,0.000517196793379881
904,1.0,0.0002585983966899405
907,1.0,0.0002585983966899405
909,9.0,0.0023273855702094647
911,2.0,0.000517196793379881
913,3.0,0.0007757951900698216
914,2.0,0.000517196793379881
917,7.0,0.0018101887768295836
918,1.0,0.0002585983966899405
923,1.0,0.0002585983966899405
925,1.0,0.0002585983966899405
929,2.0,0.000517196793379881
931,11.5,0.002973881561934316
933,3.0,0.0007757951900698216
936,5.0,0.0012929919834497026
939,5.0,0.0012929919834497026
942,1.0,0.0002585983966899405
943,1.5,0.0003878975950349108
953,1.0,0.0002585983966899405
954,0.5,0.00012929919834497026
956,1.0,0.0002585983966899405
957,1.0,0.0002585983966899405
958,2.0,0.000517196793379881
962,2.0,0.000517196793379881
963,3.0,0.0007757951900698216
964,1.0,0.0002585983966899405
965,2.0,0.000517196793379881
971,2.0,0.000517196793379881
972,4.0,0.001034393586759762
974,0.5,0.00012929919834497026
977,0.5,0.00012929919834497026
981,2.0,0.000517196793379881
985,1.0,0.0002585983966899405
987,9.0,0.0023273855702094647
988,1.0,0.0002585983966899405
991,1.0,0.0002585983966899405
995,1.0,0.0002585983966899405
996,1.0,0.0002585983966899405
997,1.0,0.0002585983966899405
998,1.0,0.0002585983966899405
999,4.5,0.0011636927851047323
1000,1.0,0.0002585983966899405
1001,1.0,0.0002585983966899405
1002,1.0,0.0002585983966899405
1004,1.0,0.0002585983966899405
1005,5.0,0.0012929919834497026
1008,2.0,0.000517196793379881
1009,1.0,0.0002585983966899405
1011,2.0,0.000517196793379881
1014,1.0,0.0002585983966899405
1016,8.0,0.002068787173519524
1021,2.5,0.0006464959917248513
1023,0.5,0.00012929919834497026
1024,1.0,0.0002585983966899405
1026,1.0,0.0002585983966899405
1037,1.0,0.0002585983966899405
1038,1.0,0.0002585983966899405
1039,1.0,0.0002585983966899405
1040,1.0,0.0002585983966899405
1041,7.0,0.0018101887768295836
1042,1.0,0.0002585983966899405
1047,2.5,0.0006464959917248513
1049,1.5,0.0003878975950349108
1056,1.0,0.0002585983966899405
1057,2.0,0.000517196793379881
1058,2.0,0.000517196793379881
1059,1.0,0.0002585983966899405
1064,1.0,0.0002585983966899405
1070,5.0,0.0012929919834497026
1071,0.5,0.00012929919834497026
1072,1.0,0.0002585983966899405
1073,7.5,0.001939487975174554
1079,1.0,0.0002585983966899405
1080,2.0,0.000517196793379881
1084,7.0,0.0018101887768295836
1086,2.0,0.000517196793379881
1088,1.0,0.0002585983966899405
1093,2.0,0.000517196793379881
1110,1.0,0.0002585983966899405
1111,1.0,0.0002585983966899405
1116,1.0,0.0002585983966899405
1118,1.0,0.0002585983966899405
1119,1.0,0.0002585983966899405
1120,1.0,0.0002585983966899405
1124,1.0,0.0002585983966899405
1144,1.0,0.0002585983966899405
1146,2.0,0.000517196793379881
1149,2.0,0.000517196793379881
1162,1.0,0.0002585983966899405
1164,1.0,0.0002585983966899405
1165,1.0,0.0002585983966899405
1167,1.0,0.0002585983966899405
1179,1.0,0.0002585983966899405
1182,1.5,0.0003878975950349108
1184,2.0,0.000517196793379881
1185,1.0,0.0002585983966899405
1186,0.5,0.00012929919834497026
1187,0.5,0.00012929919834497026
1190,1.0,0.0002585983966899405
1193,1.0,0.0002585983966899405
1196,1.0,0.0002585983966899405
1205,1.0,0.0002585983966899405
1209,1.0,0.0002585983966899405
1212,1.0,0.0002585983966899405
1216,1.0,0.0002585983966899405
1222,1.0,0.0002585983966899405
1234,1.0,0.0002585983966899405
1235,1.5,0.0003878975950349108
1240,1.0,0.0002585983966899405
1245,2.0,0.000517196793379881
1247,6.5,0.0016808895784846134
1248,1.0,0.0002585983966899405
1251,1.0,0.0002585983966899405
1260,2.0,0.000517196793379881
1262,1.0,0.0002585983966899405
1291,1.0,0.0002585983966899405
1299,1.0,0.0002585983966899405
1300,2.0,0.000517196793379881
1303,1.0,0.0002585983966899405
1317,1.0,0.0002585983966899405
1324,1.0,0.0002585983966899405
1329,2.0,0.000517196793379881
1342,1.0,0.0002585983966899405
1356,5.0,0.0012929919834497026
1359,1.0,0.0002585983966899405
1360,1.0,0.0002585983966899405
1370,3.0,0.0007757951900698216
1371,0.5,0.00012929919834497026
1373,2.0,0.000517196793379881
1387,1.0,0.0002585983966899405
1403,1.0,0.0002585983966899405
1404,1.0,0.0002585983966899405
1405,2.0,0.000517196793379881
1409,1.0,0.0002585983966899405
1410,0.5,0.00012929919834497026
1411,1.0,0.0002585983966899405
1412,1.0,0.0002585983966899405
1415,1.0,0.0002585983966899405
1417,1.0,0.0002585983966899405
1419,0.5,0.00012929919834497026
1422,1.0,0.0002585983966899405
1439,0.5,0.00012929919834497026
1441,1.0,0.0002585983966899405
1445,1.0,0.0002585983966899405
1458,1.0,0.0002585983966899405
1459,1.0,0.0002585983966899405
1476,1.0,0.0002585983966899405
1483,1.0,0.0002585983966899405
1492,1.0,0.0002585983966899405
1496,1.0,0.0002585983966899405
1497,0.5,0.00012929919834497026
1502,1.0,0.0002585983966899405
1503,1.0,0.0002585983966899405
1510,1.0,0.0002585983966899405
1512,1.0,0.0002585983966899405
1513,1.0,0.0002585983966899405
1514,3.0,0.0007757951900698216
1519,4.0,0.001034393586759762
1527,1.0,0.0002585983966899405
1530,6.5,0.0016808895784846134
1531,1.5,0.0003878975950349108
1534,1.0,0.0002585983966899405
1536,1.0,0.0002585983966899405
1537,1.0,0.0002585983966899405
1540,1.0,0.0002585983966899405
1542,1.0,0.0002585983966899405
1545,2.0,0.000517196793379881
1557,1.0,0.0002585983966899405
1561,1.0,0.0002585983966899405
1571,1.0,0.0002585983966899405
1586,1.0,0.0002585983966899405
1591,1.0,0.0002585983966899405
1597,2.0,0.000517196793379881
1606,1.0,0.0002585983966899405
1610,1.0,0.0002585983966899405
1612,1.0,0.0002585983966899405
1618,1.0,0.0002585983966899405
1644,2.0,0.000517196793379881
1646,2.0,0.000517196793379881
1648,5.0,0.0012929919834497026
1652,1.0,0.0002585983966899405
1656,1.0,0.0002585983966899405
1657,1.0,0.0002585983966899405
1658,9.5,0.002456684768554435
1659,3.0,0.0007757951900698216
1664,1.0,0.0002585983966899405
1667,1.0,0.0002585983966899405
1669,0.5,0.00012929919834497026
1673,16.0,0.004137574347039048
1678,1.0,0.0002585983966899405
1679,2.0,0.000517196793379881
1681,2.0,0.000517196793379881
1684,2.0,0.000517196793379881
1686,1.0,0.0002585983966899405
1690,16.0,0.004137574347039048
1696,12.0,0.0031031807602792862
1699,1.0,0.0002585983966899405
1702,5.0,0.0012929919834497026
1707,1.0,0.0002585983966899405
1711,1.0,0.0002585983966899405
1718,1.0,0.0002585983966899405
1726,4.0,0.001034393586759762
1730,1.0,0.0002585983966899405
1753,1.0,0.0002585983966899405
1754,0.5,0.00012929919834497026
1755,1.0,0.0002585983966899405
1771,4.0,0.001034393586759762
1774,1.0,0.0002585983966899405
1775,2.0,0.000517196793379881
1779,1.0,0.0002585983966899405
1782,1.0,0.0002585983966899405
1797,1.0,0.0002585983966899405
1799,2.0,0.000517196793379881
1811,1.0,0.0002585983966899405
1815,1.0,0.0002585983966899405
1817,0.5,0.00012929919834497026
