Count,Proportion,StartA,EndA,StrandA,StartB,EndB,StrandB
2,0.0000091,652,1831,f,652,1831,t
2,0.0000091,612,1831,f,588,1831,t
2,0.0000091,602,1831,f,586,1831,t
2,0.0000091,588,1831,f,612,1831,t
2,0.0000091,581,1831,f,519,1831,t
2,0.0000091,541,1831,f,569,1831,t
2,0.0000091,541,1831,f,554,1831,t
2,0.0000091,541,1831,f,541,1831,t
2,0.0000091,520,1831,f,497,1831,t
2,0.0000091,520,1831,f,497,1831,t
2,0.0000091,514,1831,f,514,1831,t
2,0.0000091,5,1831,f,5,1831,t
2,0.0000091,498,1831,f,520,1831,t
2,0.0000091,481,1831,f,525,1831,t
2,0.0000091,467,1831,f,440,1831,t
2,0.0000091,460,1831,f,443,1831,t
2,0.0000091,448,1831,f,264,1831,t
2,0.0000091,447,1831,f,447,1831,t
2,0.0000091,443,1831,f,453,1831,t
2,0.0000091,443,1831,f,443,1831,t
2,0.0000091,441,1831,f,441,1831,t
2,0.0000091,440,1831,f,455,1831,t
2,0.0000091,428,1831,f,360,1831,t
2,0.0000091,427,1831,f,360,1831,t
2,0.0000091,421,1831,f,352,1831,t
2,0.0000091,369,1831,f,432,1831,t
2,0.0000091,366,1831,f,430,1831,t
2,0.0000091,360,1831,f,424,1831,t
2,0.0000091,360,1831,f,422,1831,t
2,0.0000091,360,1831,f,421,1831,t
2,0.0000091,352,1831,f,422,1831,t
2,0.0000091,352,1831,f,422,1831,t
2,0.0000091,290,1831,f,299,1831,t
2,0.0000091,227,1831,f,156,1831,t
2,0.0000091,196,1831,f,196,1831,t
2,0.0000091,189,1831,f,189,1831,t
2,0.0000091,17,1831,f,1,1831,t
2,0.0000091,1673,1831,f,1658,1831,t
2,0.0000091,1658,1831,f,1673,1831,t
2,0.0000091,156,1831,f,227,1831,t
2,0.0000091,155,1831,f,154,1831,t
2,0.0000091,1041,1831,f,1073,1831,t
2,0.0000091,1026,1831,f,917,1831,t
2,0.0000091,1,1831,f,5,1831,t
2,0.0000091,98,1831,f,157,1831,t
2,0.0000091,98,1831,f,157,1831,t
2,0.0000091,882,1831,f,869,1831,t
2,0.0000091,828,1831,f,834,1831,t
2,0.0000091,671,1831,f,648,1831,t
2,0.0000091,665,1831,f,652,1831,t
2,0.0000091,665,1831,f,652,1831,t
2,0.0000091,652,1831,f,665,1831,t
2,0.0000091,652,1831,f,652,1831,t
2,0.0000091,611,1831,f,611,1831,t
2,0.0000091,541,1831,f,541,1831,t
2,0.0000091,5,1831,f,6,1831,t
2,0.0000091,497,1831,f,520,1831,t
2,0.0000091,441,1831,f,441,1831,t
2,0.0000091,427,1831,f,360,1831,t
2,0.0000091,424,1831,f,360,1831,t
2,0.0000091,360,1831,f,428,1831,t
2,0.0000091,360,1831,f,420,1831,t
2,0.0000091,360,1831,f,420,1831,t
2,0.0000091,352,1831,f,421,1831,t
2,0.0000091,264,1831,f,448,1831,t
2,0.0000091,196,1831,f,223,1831,t
2,0.0000091,189,1831,f,189,1831,t
2,0.0000091,1696,1831,f,1696,1831,t
2,0.0000091,156,1831,f,98,1831,t
2,0.0000091,156,1831,f,227,1831,t
2,0.0000091,156,1831,f,227,1831,t
2,0.0000091,154,1831,f,155,1831,t
2,0.0000091,665,1831,f,652,1831,t
2,0.0000091,652,1831,f,665,1831,t
2,0.0000091,611,1831,f,611,1831,t
2,0.0000091,5,1831,f,5,1831,t
2,0.0000091,157,1831,f,98,1831,t
2,0.0000091,157,1831,f,98,1831,t
2,0.0000091,420,1831,f,360,1831,t
2,0.0000091,665,1831,f,652,1831,t
2,0.0000091,5,1831,f,5,1831,t
2,0.0000091,1771,1831,f,1690,1831,t
2,0.0000091,427,1831,f,360,1831,t
1.5,0,360,1831,f,421,1831,t
1.5,0.0000137,360,1831,f,420,1831,t
1.5,0,865,1831,f,878,1831,t
1.5,0.0000137,865,1831,f,865,1831,t
1.5,0.0000137,157,1831,f,98,1831,t
1,0.0000046,1742,1831,f,1702,1831,t
1,0.0000046,360,1831,f,421,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,774,1831,f,774,1831,t
1,0.0000046,1247,1831,f,1235,1831,t
1,0.0000046,641,1831,f,620,1831,t
1,0.0000046,615,1831,f,638,1831,t
1,0.0000046,498,1831,f,520,1831,t
1,0.0000046,1796,1831,f,1726,1831,t
1,0.0000046,1696,1831,f,1696,1831,t
1,0.0000046,1246,1831,f,1222,1831,t
1,0.0000046,1,205,t,1,205,f
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,693,1831,f,641,1831,t
1,0.0000046,678,1831,f,649,1831,t
1,0.0000046,648,1831,f,671,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,602,1831,f,585,1831,t
1,0.0000046,427,1831,f,360,1831,t
1,0.0000046,230,1831,f,156,1831,t
1,0.0000046,1762,1831,f,1679,1831,t
1,0.0000046,1759,1831,f,1681,1831,t
1,0.0000046,1742,1831,f,1702,1831,t
1,0.0000046,1696,1831,f,1696,1831,t
1,0.0000046,1545,1831,f,1545,1831,t
1,0.0000046,1417,1831,f,1387,1831,t
1,0.0000046,1065,1831,f,884,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,1,265,t,1,335,f
1,0.0000046,1,131,t,1,174,f
1,0.0000046,865,1831,f,882,1831,t
1,0.0000046,812,1831,f,797,1831,t
1,0.0000046,1771,1831,f,1690,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,1519,1831,f,1519,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,1771,1831,f,1690,1831,t
1,0.0000046,1742,1831,f,1702,1831,t
1,0.0000046,1356,1831,f,1356,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,1793,1831,f,1657,1831,t
1,0.0000046,1771,1831,f,1690,1831,t
1,0.0000046,757,1831,f,763,1831,t
1,0.0000046,1742,1831,f,1702,1831,t
1,0.0000046,1181,1831,f,1606,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,1811,1831,f,1775,1831,t
1,0.0000046,1696,1831,f,1696,1831,t
1,0.0000046,1673,1831,f,1659,1831,t
1,0.0000046,1607,1831,f,1534,1831,t
1,0.0000046,1514,1831,f,552,1831,t
1,0.0000046,1026,1831,f,917,1831,t
1,0.0000046,103,1831,f,239,1831,t
1,0.0000046,1,231,t,1,316,f
1,0.0000046,860,1831,f,828,1831,t
1,0.0000046,791,1831,f,687,1831,t
1,0.0000046,652,1831,f,657,1831,t
1,0.0000046,569,1831,f,541,1831,t
1,0.0000046,1771,1831,f,1690,1831,t
1,0.0000046,1771,1831,f,1648,1831,t
1,0.0000046,17,1831,f,1,1831,t
1,0.0000046,1696,1831,f,1696,1831,t
1,0.0000046,1696,1831,f,1696,1831,t
1,0.0000046,1618,1831,f,1299,1831,t
1,0.0000046,154,1831,f,155,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,1,205,t,1,205,f
1,0.0000046,836,1831,f,860,1831,t
1,0.0000046,78,1831,f,84,1831,t
1,0.0000046,642,1831,f,671,1831,t
1,0.0000046,519,1831,f,498,1831,t
1,0.0000046,834,1831,f,828,1831,t
1,0.0000046,814,1831,f,826,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,364,1831,f,427,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,657,1831,f,657,1831,t
1,0.0000046,702,1831,f,686,1831,t
1,0.0000046,227,1831,f,156,1831,t
1,0.0000046,615,1831,f,586,1831,t
1,0.0000046,156,1831,f,233,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,241,1831,f,314,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,421,1831,f,360,1831,t
1,0.0000046,352,1831,f,420,1831,t
1,0.0000046,330,1831,f,282,1831,t
1,0.0000046,484,1831,f,438,1831,t
1,0.0000046,352,1831,f,420,1831,t
1,0.0000046,1,1831,f,1,1831,t
1,0.0000046,553,1831,f,553,1831,t
1,0.0000046,860,1831,f,828,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,123,1831,f,123,1831,t
1,0.0000046,740,1831,f,730,1831,t
1,0.0000046,522,1831,f,437,1831,t
1,0.0000046,1782,1831,f,1513,1831,t
1,0.0000046,408,1831,f,352,1831,t
1,0.0000046,361,1831,f,427,1831,t
1,0.0000046,154,1831,f,155,1831,t
1,0.0000046,352,1831,f,421,1831,t
1,0.0000046,774,1831,f,771,1831,t
1,0.0000046,497,1831,f,520,1831,t
1,0.0000046,227,1831,f,156,1831,t
1,0.0000046,868,1831,f,888,1831,t
1,0.0000046,441,1831,f,440,1831,t
1,0.0000046,156,1831,f,230,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,828,1831,f,1005,1831,t
1,0.0000046,1403,1831,f,1373,1831,t
1,0.0000046,814,1831,f,814,1831,t
1,0.0000046,781,1831,f,838,1831,t
1,0.0000046,612,1831,f,588,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,398,1831,f,431,1831,t
1,0.0000046,1519,1831,f,1530,1831,t
1,0.0000046,416,1831,f,523,1831,t
1,0.0000046,936,1831,f,1005,1831,t
1,0.0000046,886,1831,f,900,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,422,1831,f,360,1831,t
1,0.0000046,156,1831,f,234,1831,t
1,0.0000046,995,1831,f,956,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,918,1831,f,891,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,833,1831,f,833,1831,t
1,0.0000046,596,1831,f,596,1831,t
1,0.0000046,157,1823,f,98,1831,t
1,0.0000046,525,1831,f,481,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,154,1831,f,155,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,782,1831,f,774,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,157,1831,f,138,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,1417,1831,f,1417,1831,t
1,0.0000046,1389,1831,f,1458,1831,t
1,0.0000046,4,1831,f,5,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,936,1831,f,1001,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,821,1831,f,742,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,552,1831,f,557,1831,t
1,0.0000046,5,1831,f,6,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,484,1831,f,439,1831,t
1,0.0000046,448,1831,f,264,1831,t
1,0.0000046,422,1831,f,352,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,17,1831,f,1,1831,t
1,0.0000046,1631,1831,f,1561,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,1405,1831,f,1412,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,860,1831,f,828,1831,t
1,0.0000046,814,1831,f,814,1831,t
1,0.0000046,612,1831,f,588,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,5,1831,f,1,1831,t
1,0.0000046,427,1831,f,360,1831,t
1,0.0000046,360,1831,f,428,1831,t
1,0.0000046,222,1831,f,240,1831,t
1,0.0000046,1717,1831,f,1779,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,765,1831,f,716,1831,t
1,0.0000046,566,1831,f,566,1831,t
1,0.0000046,562,1831,f,594,1831,t
1,0.0000046,990,1831,f,1360,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,860,1831,f,833,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,665,1831,f,652,1831,t
1,0.0000046,641,1831,f,620,1831,t
1,0.0000046,189,1831,f,189,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,878,1831,f,878,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,834,1831,f,834,1831,t
1,0.0000046,834,1831,f,828,1831,t
1,0.0000046,814,1831,f,814,1831,t
1,0.0000046,602,1831,f,586,1831,t
1,0.0000046,567,1831,f,547,1831,t
1,0.0000046,439,1831,f,462,1831,t
1,0.0000046,427,1831,f,364,1831,t
1,0.0000046,360,1831,f,428,1831,t
1,0.0000046,360,1831,f,423,1831,t
1,0.0000046,1608,1831,f,1209,1831,t
1,0.0000046,155,1831,f,155,1831,t
1,0.0000046,108,1831,f,108,1831,t
1,0.0000046,1,441,t,1,378,f
1,0.0000046,1,123,t,1,123,f
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,98,1831,f,157,1831,t
1,0.0000046,909,1831,f,816,1831,t
1,0.0000046,865,1831,f,865,1831,t
1,0.0000046,770,1831,f,721,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,652,1831,f,665,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,611,1831,f,611,1831,t
1,0.0000046,569,1831,f,569,1831,t
1,0.0000046,548,1831,f,547,1831,t
1,0.0000046,541,1831,f,541,1831,t
1,0.0000046,525,1831,f,481,1831,t
1,0.0000046,513,1831,f,514,1831,t
1,0.0000046,5,1831,f,5,1831,t
1,0.0000046,447,1831,f,447,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,420,1831,f,360,1831,t
1,0.0000046,361,1831,f,427,1831,t
1,0.0000046,360,1831,f,428,1831,t
1,0.0000046,360,1831,f,420,1831,t
1,0.0000046,189,1831,f,189,1831,t
1,0.0000046,157,1831,f,98,1831,t
1,0.0000046,1568,1831,f,588,1831,t
1,0.0000046,156,1831,f,227,1831,t
1,0.0000046,155,1831,f,155,1831,t
1,0.0000046,1403,1831,f,1373,1831,t
1,0.0000046,999,1831,f,461,1831,t
1,0.0000046,98,1831,f,156,1831,t
1,0.0000046,931,1831,f,999,1831,t
1,0.0000046,925,1831,f,909,1831,t
1,0.0000046,885,1831,f,877,1831,t
1,0.0000046,884,1831,f,878,1831,t
1,0.0000046,853,1831,f,729,1831,t
1,0.0000046,828,1831,f,834,1831,t
1,0.0000046,812,1831,f,797,1831,t
1,0.0000046,774,1831,f,774,1831,t
1,0.0000046,693,1831,f,641,1831,t
1,0.0000046,689,1831,f,630,1831,t
1,0.0000046,657,1831,f,658,1831,t
1,0.0000046,657,1831,f,657,1831,t
1,0.0000046,657,1831,f,657,1831,t
