"Breakpoint","Count","Proportion","MFE","Category"
150,1,0.000258598396689941,31,"Non-Coding / Minus strand"
153,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
154,14.5,0.00374967675200414,31,"Non-Coding / Minus strand"
155,34.5,0.00892164468580295,31,"Non-Coding / Minus strand"
156,88.5,0.0228859581070597,31,"Non-Coding / Minus strand"
157,174,0.0449961210240497,31,"Non-Coding / Minus strand"
158,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
159,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
160,1,0.000258598396689941,31,"Non-Coding / Minus strand"
165,1,0.000258598396689941,31,"Non-Coding / Minus strand"
169,1,0.000258598396689941,31,"Non-Coding / Minus strand"
174,1,0.000258598396689941,31,"Non-Coding / Minus strand"
178,1,0.000258598396689941,31,"Non-Coding / Minus strand"
179,1,0.000258598396689941,31,"Non-Coding / Minus strand"
180,1,0.000258598396689941,31,"Non-Coding / Minus strand"
186,2,0.000517196793379881,31,"Non-Coding / Minus strand"
189,14,0.00362037755365917,31,"Non-Coding / Minus strand"
192,1,0.000258598396689941,31,"Non-Coding / Minus strand"
193,1,0.000258598396689941,31,"Non-Coding / Minus strand"
195,2,0.000517196793379881,31,"Non-Coding / Minus strand"
196,27.5,0.00711145590897336,31,"Non-Coding / Minus strand"
205,1,0.000258598396689941,31,"Non-Coding / Minus strand"
212,1,0.000258598396689941,31,"Non-Coding / Minus strand"
213,1,0.000258598396689941,31,"Non-Coding / Minus strand"
214,2,0.000517196793379881,31,"Non-Coding / Minus strand"
221,1,0.000258598396689941,31,"Non-Coding / Minus strand"
222,1,0.000258598396689941,31,"Non-Coding / Minus strand"
223,34.5,0.00892164468580295,31,"Non-Coding / Minus strand"
227,69,0.0178432893716059,31,"Non-Coding / Minus strand"
230,4,0.00103439358675976,31,"Non-Coding / Minus strand"
233,1,0.000258598396689941,31,"Non-Coding / Minus strand"
234,2,0.000517196793379881,31,"Non-Coding / Minus strand"
235,1,0.000258598396689941,31,"Non-Coding / Minus strand"
236,1,0.000258598396689941,31,"Non-Coding / Minus strand"
239,1,0.000258598396689941,31,"Non-Coding / Minus strand"
240,3,0.000775795190069822,31,"Non-Coding / Minus strand"
241,3,0.000775795190069822,31,"Non-Coding / Minus strand"
245,6,0.00155159038013964,31,"Non-Coding / Minus strand"
248,1,0.000258598396689941,31,"Non-Coding / Minus strand"
249,1,0.000258598396689941,31,"Non-Coding / Minus strand"
256,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
259,1,0.000258598396689941,31,"Non-Coding / Minus strand"
262,5,0.0012929919834497,31,"Non-Coding / Minus strand"
263,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
264,10.5,0.00271528316524438,31,"Non-Coding / Minus strand"
268,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
269,1,0.000258598396689941,31,"Non-Coding / Minus strand"
271,3,0.000775795190069822,31,"Non-Coding / Minus strand"
276,1,0.000258598396689941,31,"Non-Coding / Minus strand"
281,1,0.000258598396689941,31,"Non-Coding / Minus strand"
282,3,0.000775795190069822,31,"Non-Coding / Minus strand"
283,1,0.000258598396689941,31,"Non-Coding / Minus strand"
284,1,0.000258598396689941,31,"Non-Coding / Minus strand"
289,1,0.000258598396689941,31,"Non-Coding / Minus strand"
296,1,0.000258598396689941,31,"Non-Coding / Minus strand"
299,3,0.000775795190069822,31,"Non-Coding / Minus strand"
305,1,0.000258598396689941,31,"Non-Coding / Minus strand"
306,2,0.000517196793379881,31,"Non-Coding / Minus strand"
308,5,0.0012929919834497,31,"Non-Coding / Minus strand"
312,1,0.000258598396689941,31,"Non-Coding / Minus strand"
314,2,0.000517196793379881,31,"Non-Coding / Minus strand"
320,1,0.000258598396689941,31,"Non-Coding / Minus strand"
329,2,0.000517196793379881,31,"Non-Coding / Minus strand"
332,1,0.000258598396689941,31,"Non-Coding / Minus strand"
333,1,0.000258598396689941,31,"Non-Coding / Minus strand"
339,1,0.000258598396689941,31,"Non-Coding / Minus strand"
344,1,0.000258598396689941,31,"Non-Coding / Minus strand"
346,1,0.000258598396689941,31,"Non-Coding / Minus strand"
348,2,0.000517196793379881,31,"Non-Coding / Minus strand"
352,28.5,0.0073700543056633,31,"Non-Coding / Minus strand"
354,2,0.000517196793379881,31,"Non-Coding / Minus strand"
356,1,0.000258598396689941,31,"Non-Coding / Minus strand"
357,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
358,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
360,196.5,0.0508145849495733,31,"Non-Coding / Minus strand"
361,17,0.00439617274372899,31,"Non-Coding / Minus strand"
362,6.5,0.00168088957848461,31,"Non-Coding / Minus strand"
363,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
364,9,0.00232738557020946,31,"Non-Coding / Minus strand"
365,3,0.000775795190069822,31,"Non-Coding / Minus strand"
366,4,0.00103439358675976,31,"Non-Coding / Minus strand"
369,10.5,0.00271528316524438,31,"Non-Coding / Minus strand"
370,1,0.000258598396689941,31,"Non-Coding / Minus strand"
372,1,0.000258598396689941,31,"Non-Coding / Minus strand"
379,1,0.000258598396689941,31,"Non-Coding / Minus strand"
381,1,0.000258598396689941,31,"Non-Coding / Minus strand"
385,1,0.000258598396689941,31,"Non-Coding / Minus strand"
387,1,0.000258598396689941,31,"Non-Coding / Minus strand"
393,1,0.000258598396689941,31,"Non-Coding / Minus strand"
403,1,0.000258598396689941,31,"Non-Coding / Minus strand"
404,1,0.000258598396689941,31,"Non-Coding / Minus strand"
405,1,0.000258598396689941,31,"Non-Coding / Minus strand"
410,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
412,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
413,6.5,0.00168088957848461,31,"Non-Coding / Minus strand"
414,1,0.000258598396689941,31,"Non-Coding / Minus strand"
415,1,0.000258598396689941,31,"Non-Coding / Minus strand"
416,1,0.000258598396689941,31,"Non-Coding / Minus strand"
417,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
418,2,0.000517196793379881,31,"Non-Coding / Minus strand"
419,11,0.00284458236358935,31,"Non-Coding / Minus strand"
420,81,0.0209464701318852,31,"Non-Coding / Minus strand"
421,59,0.0152573054047065,31,"Non-Coding / Minus strand"
422,24,0.00620636152055857,31,"Non-Coding / Minus strand"
423,24,0.00620636152055857,31,"Non-Coding / Minus strand"
424,4.5,0.00116369278510473,31,"Non-Coding / Minus strand"
427,21,0.00543056633048875,31,"Non-Coding / Minus strand"
428,29,0.00749935350400828,31,"Non-Coding / Minus strand"
429,5.5,0.00142229118179467,31,"Non-Coding / Minus strand"
430,8.5,0.00219808637186449,31,"Non-Coding / Minus strand"
431,4.5,0.00116369278510473,31,"Non-Coding / Minus strand"
432,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
433,4.5,0.00116369278510473,31,"Non-Coding / Minus strand"
435,1,0.000258598396689941,31,"Non-Coding / Minus strand"
437,2,0.000517196793379881,31,"Non-Coding / Minus strand"
438,2,0.000517196793379881,31,"Non-Coding / Minus strand"
439,7,0.00181018877682958,31,"Non-Coding / Minus strand"
440,12,0.00310318076027929,31,"Non-Coding / Minus strand"
441,26.5,0.00685285751228342,31,"Non-Coding / Minus strand"
442,8,0.00206878717351952,31,"Non-Coding / Minus strand"
443,34.5,0.00892164468580295,31,"Non-Coding / Minus strand"
444,2,0.000517196793379881,31,"Non-Coding / Minus strand"
445,11.5,0.00297388156193432,31,"Non-Coding / Minus strand"
446,5,0.0012929919834497,31,"Non-Coding / Minus strand"
447,11.5,0.00297388156193432,31,"Non-Coding / Minus strand"
448,14,0.00362037755365917,31,"Non-Coding / Minus strand"
449,2,0.000517196793379881,31,"Non-Coding / Minus strand"
451,1,0.000258598396689941,31,"Non-Coding / Minus strand"
453,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
454,3,0.000775795190069822,31,"Non-Coding / Minus strand"
455,9.5,0.00245668476855444,31,"Non-Coding / Minus strand"
456,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
457,3,0.000775795190069822,31,"Non-Coding / Minus strand"
458,1,0.000258598396689941,31,"Non-Coding / Minus strand"
460,4,0.00103439358675976,31,"Non-Coding / Minus strand"
461,3,0.000775795190069822,31,"Non-Coding / Minus strand"
462,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
463,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
464,1,0.000258598396689941,31,"Non-Coding / Minus strand"
465,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
466,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
467,4.5,0.00116369278510473,31,"Non-Coding / Minus strand"
471,1,0.000258598396689941,31,"Non-Coding / Minus strand"
473,1,0.000258598396689941,31,"Non-Coding / Minus strand"
474,2,0.000517196793379881,31,"Non-Coding / Minus strand"
476,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
478,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
479,2,0.000517196793379881,31,"Non-Coding / Minus strand"
480,1,0.000258598396689941,31,"Non-Coding / Minus strand"
481,3,0.000775795190069822,31,"Non-Coding / Minus strand"
482,2,0.000517196793379881,31,"Non-Coding / Minus strand"
491,1,0.000258598396689941,31,"Non-Coding / Minus strand"
495,1,0.000258598396689941,31,"Non-Coding / Minus strand"
497,25.5,0.00659425911559348,31,"Non-Coding / Minus strand"
498,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
500,4,0.00103439358675976,31,"Non-Coding / Minus strand"
503,7.5,0.00193948797517455,31,"Non-Coding / Minus strand"
504,3,0.000775795190069822,31,"Non-Coding / Minus strand"
505,1,0.000258598396689941,31,"Non-Coding / Minus strand"
509,1,0.000258598396689941,31,"Non-Coding / Minus strand"
510,2,0.000517196793379881,31,"Non-Coding / Minus strand"
511,1,0.000258598396689941,31,"Non-Coding / Minus strand"
512,1,0.000258598396689941,31,"Non-Coding / Minus strand"
513,2,0.000517196793379881,31,"Non-Coding / Minus strand"
514,14,0.00362037755365917,31,"Non-Coding / Minus strand"
515,1,0.000258598396689941,31,"Non-Coding / Minus strand"
516,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
517,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
518,1,0.000258598396689941,31,"Non-Coding / Minus strand"
519,13.5,0.0034910783553142,31,"Non-Coding / Minus strand"
520,24.5,0.00633566071890354,31,"Non-Coding / Minus strand"
521,2,0.000517196793379881,31,"Non-Coding / Minus strand"
522,7,0.00181018877682958,31,"Non-Coding / Minus strand"
523,3,0.000775795190069822,31,"Non-Coding / Minus strand"
525,13.5,0.0034910783553142,31,"Non-Coding / Minus strand"
527,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
528,1,0.000258598396689941,31,"Non-Coding / Minus strand"
531,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
532,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
539,2,0.000517196793379881,31,"Non-Coding / Minus strand"
540,4,0.00103439358675976,31,"Non-Coding / Minus strand"
541,21,0.00543056633048875,31,"Non-Coding / Minus strand"
546,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
547,4,0.00103439358675976,31,"Non-Coding / Minus strand"
548,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
550,5,0.0012929919834497,31,"Non-Coding / Minus strand"
551,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
552,18,0.00465477114041893,31,"Non-Coding / Minus strand"
553,10,0.00258598396689941,31,"Non-Coding / Minus strand"
554,10.5,0.00271528316524438,31,"Non-Coding / Minus strand"
555,13,0.00336177915696923,31,"Non-Coding / Minus strand"
556,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
557,7.5,0.00193948797517455,31,"Non-Coding / Minus strand"
558,2,0.000517196793379881,31,"Non-Coding / Minus strand"
559,1,0.000258598396689941,31,"Non-Coding / Minus strand"
560,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
561,2,0.000517196793379881,31,"Non-Coding / Minus strand"
562,1,0.000258598396689941,31,"Non-Coding / Minus strand"
563,5,0.0012929919834497,31,"Non-Coding / Minus strand"
565,1,0.000258598396689941,31,"Non-Coding / Minus strand"
566,5,0.0012929919834497,31,"Non-Coding / Minus strand"
567,1,0.000258598396689941,31,"Non-Coding / Minus strand"
568,5,0.0012929919834497,31,"Non-Coding / Minus strand"
569,15,0.00387897595034911,31,"Non-Coding / Minus strand"
574,1,0.000258598396689941,31,"Non-Coding / Minus strand"
578,1,0.000258598396689941,31,"Non-Coding / Minus strand"
580,5.5,0.00142229118179467,31,"Non-Coding / Minus strand"
581,1,0.000258598396689941,31,"Non-Coding / Minus strand"
583,1,0.000258598396689941,31,"Non-Coding / Minus strand"
584,5,0.0012929919834497,31,"Non-Coding / Minus strand"
585,10.5,0.00271528316524438,31,"Non-Coding / Minus strand"
586,30.5,0.00788725109904319,31,"Non-Coding / Minus strand"
587,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
588,23.5,0.0060770623222136,31,"Non-Coding / Minus strand"
589,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
590,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
593,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
594,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
595,5,0.0012929919834497,31,"Non-Coding / Minus strand"
596,6.5,0.00168088957848461,31,"Non-Coding / Minus strand"
597,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
598,1,0.000258598396689941,31,"Non-Coding / Minus strand"
600,1,0.000258598396689941,31,"Non-Coding / Minus strand"
602,17,0.00439617274372899,31,"Non-Coding / Minus strand"
605,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
606,1,0.000258598396689941,31,"Non-Coding / Minus strand"
609,1,0.000258598396689941,31,"Non-Coding / Minus strand"
611,106.5,0.0275407292474787,31,"Non-Coding / Minus strand"
612,16,0.00413757434703905,31,"Non-Coding / Minus strand"
613,1,0.000258598396689941,31,"Non-Coding / Minus strand"
614,1,0.000258598396689941,31,"Non-Coding / Minus strand"
615,7.5,0.00193948797517455,31,"Non-Coding / Minus strand"
619,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
620,17,0.00439617274372899,31,"Non-Coding / Minus strand"
621,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
622,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
623,3,0.000775795190069822,31,"Non-Coding / Minus strand"
624,4,0.00103439358675976,31,"Non-Coding / Minus strand"
626,2,0.000517196793379881,31,"Non-Coding / Minus strand"
627,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
628,5,0.0012929919834497,31,"Non-Coding / Minus strand"
629,1,0.000258598396689941,31,"Non-Coding / Minus strand"
630,1,0.000258598396689941,31,"Non-Coding / Minus strand"
631,1,0.000258598396689941,31,"Non-Coding / Minus strand"
632,1,0.000258598396689941,31,"Non-Coding / Minus strand"
633,2,0.000517196793379881,31,"Non-Coding / Minus strand"
634,1,0.000258598396689941,31,"Non-Coding / Minus strand"
635,2,0.000517196793379881,31,"Non-Coding / Minus strand"
637,1,0.000258598396689941,31,"Non-Coding / Minus strand"
638,4,0.00103439358675976,31,"Non-Coding / Minus strand"
639,2,0.000517196793379881,31,"Non-Coding / Minus strand"
640,4,0.00103439358675976,31,"Non-Coding / Minus strand"
641,10.5,0.00271528316524438,31,"Non-Coding / Minus strand"
644,1,0.000258598396689941,31,"Non-Coding / Minus strand"
645,2,0.000517196793379881,31,"Non-Coding / Minus strand"
647,1,0.000258598396689941,31,"Non-Coding / Minus strand"
648,30,0.00775795190069822,31,"Non-Coding / Minus strand"
649,1,0.000258598396689941,31,"Non-Coding / Minus strand"
651,1,0.000258598396689941,31,"Non-Coding / Minus strand"
652,100.5,0.025989138867339,31,"Non-Coding / Minus strand"
654,2,0.000517196793379881,31,"Non-Coding / Minus strand"
657,33.5,0.00866304628911301,31,"Non-Coding / Minus strand"
658,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
659,4,0.00103439358675976,31,"Non-Coding / Minus strand"
660,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
661,1,0.000258598396689941,31,"Non-Coding / Minus strand"
665,98,0.0253426428756142,31,"Non-Coding / Minus strand"
666,2,0.000517196793379881,31,"Non-Coding / Minus strand"
668,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
669,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
671,36,0.00930954228083786,31,"Non-Coding / Minus strand"
674,3,0.000775795190069822,31,"Non-Coding / Minus strand"
684,1,0.000258598396689941,31,"Non-Coding / Minus strand"
686,4,0.00103439358675976,31,"Non-Coding / Minus strand"
687,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
689,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
691,1,0.000258598396689941,31,"Non-Coding / Minus strand"
694,1,0.000258598396689941,31,"Non-Coding / Minus strand"
696,1,0.000258598396689941,31,"Non-Coding / Minus strand"
698,1,0.000258598396689941,31,"Non-Coding / Minus strand"
701,2,0.000517196793379881,31,"Non-Coding / Minus strand"
702,15,0.00387897595034911,31,"Non-Coding / Minus strand"
703,3,0.000775795190069822,31,"Non-Coding / Minus strand"
704,1,0.000258598396689941,31,"Non-Coding / Minus strand"
708,1,0.000258598396689941,31,"Non-Coding / Minus strand"
709,1,0.000258598396689941,31,"Non-Coding / Minus strand"
710,1,0.000258598396689941,31,"Non-Coding / Minus strand"
713,2,0.000517196793379881,31,"Non-Coding / Minus strand"
714,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
715,1,0.000258598396689941,31,"Non-Coding / Minus strand"
716,3,0.000775795190069822,31,"Non-Coding / Minus strand"
717,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
719,1,0.000258598396689941,31,"Non-Coding / Minus strand"
721,1,0.000258598396689941,31,"Non-Coding / Minus strand"
724,1,0.000258598396689941,31,"Non-Coding / Minus strand"
725,1,0.000258598396689941,31,"Non-Coding / Minus strand"
729,5,0.0012929919834497,31,"Non-Coding / Minus strand"
730,2,0.000517196793379881,31,"Non-Coding / Minus strand"
731,2.5,0.000646495991724851,31,"Non-Coding / Minus strand"
733,1,0.000258598396689941,31,"Non-Coding / Minus strand"
734,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
736,4.5,0.00116369278510473,31,"Non-Coding / Minus strand"
740,2,0.000517196793379881,31,"Non-Coding / Minus strand"
742,2,0.000517196793379881,31,"Non-Coding / Minus strand"
748,1,0.000258598396689941,31,"Non-Coding / Minus strand"
750,1,0.000258598396689941,31,"Non-Coding / Minus strand"
751,1,0.000258598396689941,31,"Non-Coding / Minus strand"
752,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
753,1,0.000258598396689941,31,"Non-Coding / Minus strand"
755,1,0.000258598396689941,31,"Non-Coding / Minus strand"
757,5.5,0.00142229118179467,31,"Non-Coding / Minus strand"
758,2,0.000517196793379881,31,"Non-Coding / Minus strand"
761,1,0.000258598396689941,31,"Non-Coding / Minus strand"
762,1,0.000258598396689941,31,"Non-Coding / Minus strand"
763,4,0.00103439358675976,31,"Non-Coding / Minus strand"
765,1,0.000258598396689941,31,"Non-Coding / Minus strand"
769,1,0.000258598396689941,31,"Non-Coding / Minus strand"
770,1,0.000258598396689941,31,"Non-Coding / Minus strand"
771,5.5,0.00142229118179467,31,"Non-Coding / Minus strand"
772,4,0.00103439358675976,31,"Non-Coding / Minus strand"
773,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
774,50.5,0.013059219032842,31,"Non-Coding / Minus strand"
775,1,0.000258598396689941,31,"Non-Coding / Minus strand"
779,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
782,3,0.000775795190069822,31,"Non-Coding / Minus strand"
783,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
784,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
786,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
788,2,0.000517196793379881,31,"Non-Coding / Minus strand"
789,1,0.000258598396689941,31,"Non-Coding / Minus strand"
793,1,0.000258598396689941,31,"Non-Coding / Minus strand"
796,11,0.00284458236358935,31,"Non-Coding / Minus strand"
797,16.5,0.00426687354538402,31,"Non-Coding / Minus strand"
798,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
799,1,0.000258598396689941,31,"Non-Coding / Minus strand"
800,1,0.000258598396689941,31,"Non-Coding / Minus strand"
803,1,0.000258598396689941,31,"Non-Coding / Minus strand"
805,1,0.000258598396689941,31,"Non-Coding / Minus strand"
810,3,0.000775795190069822,31,"Non-Coding / Minus strand"
811,1,0.000258598396689941,31,"Non-Coding / Minus strand"
812,14,0.00362037755365917,31,"Non-Coding / Minus strand"
814,27.5,0.00711145590897336,31,"Non-Coding / Minus strand"
816,4,0.00103439358675976,31,"Non-Coding / Minus strand"
817,1,0.000258598396689941,31,"Non-Coding / Minus strand"
819,1,0.000258598396689941,31,"Non-Coding / Minus strand"
826,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
827,7,0.00181018877682958,31,"Non-Coding / Minus strand"
828,36.5,0.00943884147918283,31,"Non-Coding / Minus strand"
829,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
830,5,0.0012929919834497,31,"Non-Coding / Minus strand"
831,1,0.000258598396689941,31,"Non-Coding / Minus strand"
832,2,0.000517196793379881,31,"Non-Coding / Minus strand"
833,9.5,0.00245668476855444,31,"Non-Coding / Minus strand"
834,23,0.00594776312386863,31,"Non-Coding / Minus strand"
838,2,0.000517196793379881,31,"Non-Coding / Minus strand"
839,2,0.000517196793379881,31,"Non-Coding / Minus strand"
849,2,0.000517196793379881,31,"Non-Coding / Minus strand"
850,4,0.00103439358675976,31,"Non-Coding / Minus strand"
852,1,0.000258598396689941,31,"Non-Coding / Minus strand"
853,2,0.000517196793379881,31,"Non-Coding / Minus strand"
856,1,0.000258598396689941,31,"Non-Coding / Minus strand"
858,3,0.000775795190069822,31,"Non-Coding / Minus strand"
859,1,0.000258598396689941,31,"Non-Coding / Minus strand"
860,27.5,0.00711145590897336,31,"Non-Coding / Minus strand"
862,1,0.000258598396689941,31,"Non-Coding / Minus strand"
864,2,0.000517196793379881,31,"Non-Coding / Minus strand"
865,129,0.0333591931730023,31,"Non-Coding / Minus strand"
866,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
868,12,0.00310318076027929,31,"Non-Coding / Minus strand"
869,20,0.00517196793379881,31,"Non-Coding / Minus strand"
870,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
873,2,0.000517196793379881,31,"Non-Coding / Minus strand"
876,1,0.000258598396689941,31,"Non-Coding / Minus strand"
877,3,0.000775795190069822,31,"Non-Coding / Minus strand"
878,15.5,0.00400827514869408,31,"Non-Coding / Minus strand"
879,1,0.000258598396689941,31,"Non-Coding / Minus strand"
882,8,0.00206878717351952,31,"Non-Coding / Minus strand"
883,1,0.000258598396689941,31,"Non-Coding / Minus strand"
884,4,0.00103439358675976,31,"Non-Coding / Minus strand"
885,3.5,0.000905094388414792,31,"Non-Coding / Minus strand"
886,2,0.000517196793379881,31,"Non-Coding / Minus strand"
887,1,0.000258598396689941,31,"Non-Coding / Minus strand"
888,1,0.000258598396689941,31,"Non-Coding / Minus strand"
891,5,0.0012929919834497,31,"Non-Coding / Minus strand"
899,1,0.000258598396689941,31,"Non-Coding / Minus strand"
900,2,0.000517196793379881,31,"Non-Coding / Minus strand"
904,1,0.000258598396689941,31,"Non-Coding / Minus strand"
907,1,0.000258598396689941,31,"Non-Coding / Minus strand"
909,9,0.00232738557020946,31,"Non-Coding / Minus strand"
911,2,0.000517196793379881,31,"Non-Coding / Minus strand"
913,3,0.000775795190069822,31,"Non-Coding / Minus strand"
914,2,0.000517196793379881,31,"Non-Coding / Minus strand"
917,7,0.00181018877682958,31,"Non-Coding / Minus strand"
918,1,0.000258598396689941,31,"Non-Coding / Minus strand"
923,1,0.000258598396689941,31,"Non-Coding / Minus strand"
925,1,0.000258598396689941,31,"Non-Coding / Minus strand"
929,2,0.000517196793379881,31,"Non-Coding / Minus strand"
931,11.5,0.00297388156193432,31,"Non-Coding / Minus strand"
933,3,0.000775795190069822,31,"Non-Coding / Minus strand"
936,5,0.0012929919834497,31,"Non-Coding / Minus strand"
939,5,0.0012929919834497,31,"Non-Coding / Minus strand"
942,1,0.000258598396689941,31,"Non-Coding / Minus strand"
943,1.5,0.000387897595034911,31,"Non-Coding / Minus strand"
953,1,0.000258598396689941,31,"Non-Coding / Minus strand"
954,0.5,0.00012929919834497,31,"Non-Coding / Minus strand"
956,1,0.000258598396689941,31,"Non-Coding / Minus strand"
